id,name,full_name,age,birth_date,birth_day,birth_country_code,birth_country_name,passport_country_codes,passport_country_names,current_team_name,current_team_logo,current_team_color,last_club_name,contract_expires,market_value,minutes_on_field,total_matches,on_loan,positions,primary_position,secondary_position,third_position,primary_position_percent,secondary_position_percent,third_position_percent,foot,height,weight,goals,goals_avg,non_penalty_goal,non_penalty_goal_avg,head_goals,head_goals_avg,shots,shots_avg,shots_on_target_percent,goal_conversion_percent,xg_shot,xg_shot_avg,touch_in_box_avg,assists,assists_avg,xg_assist,xg_assist_avg,key_passes_avg,shot_assists_avg,pre_assist_avg,pre_pre_assist_avg,passes_avg,accurate_passes_percent,forward_passes_avg,successful_forward_passes_percent,back_passes_avg,successful_back_passes_percent,vertical_passes_avg,successful_vertical_passes_percent,short_medium_pass_avg,accurate_short_medium_pass_percent,long_passes_avg,successful_long_passes_percent,average_pass_length,average_long_pass_length,deep_completed_pass_avg,deep_completed_cross_avg,pass_to_penalty_area_avg,accurate_pass_to_penalty_area_percent,passes_to_final_third_avg,accurate_passes_to_final_third_percent,through_passes_avg,successful_through_passes_percent,smart_passes_avg,accurate_smart_passes_percent,crosses_avg,accurate_crosses_percent,cross_from_left_avg,successful_cross_from_left_percent,cross_from_right_avg,successful_cross_from_right_percent,cross_to_goalie_box_avg,dribbles_avg,successful_dribbles_percent,accelerations_avg,progressive_run_avg,duels_avg,duels_won,offensive_duels_avg,offensive_duels_won,defensive_duels_avg,defensive_duels_won,aerial_duels_avg,aerial_duels_won,successful_defensive_actions_avg,tackle_avg,possession_adjusted_tackle,interceptions_avg,possession_adjusted_interceptions,shot_block_avg,fouls_avg,foul_suffered_avg,yellow_cards,yellow_cards_avg,red_cards,red_cards_avg,progressive_pass_avg,successful_progressive_pass_percent,vertical_passes_avg,conceded_goals,conceded_goals_avg,shots_against,shots_against_avg,clean_sheets,save_percent,xg_save,xg_save_avg,prevented_goals,prevented_goals_avg,back_pass_to_gk_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,free_kicks_taken_avg,direct_free_kicks_taken_avg,direct_free_kicks_on_target_percent,corners_taken_avg,penalties_taken,penalties_conversion_percent,successful_attacking_actions_avg,successful_vertical_passes_percent,successful_back_passes_percent,successful_long_passes_percent,successful_cross_from_left_percent,successful_cross_from_right_percent,successful_through_passes_percent,successful_smart_passes_percent,successful_progressive_pass_percent,successful_attacking_actions_avg,back_pass_to_gk_avg,average_pass_length,average_long_pass_length,prevented_goals,prevented_goals_avg
395671,Galeno,Wenderson Rodrigues do Nascimento Galeno,27,1997-10-22,1997-10-22,BRA,Brazil,BRA|PRT,Brazil|Portugal,Al Ahli,https://cdn5.wyscout.com/photos/team/public/2229_120x120.png,000000,Al Ahli,2028-06-30,25000000,2088,24,False,LAMF|LB|LW,LAMF,LB,LW,40,39,15,right,179,62,11,0.47,7,0.3,2,0.09,66,2.84,46.97,16.667,11.18,0.48,3.92,1,0.04,3.03,0.13,0.52,1.21,0.09,0.0,35.52,80.1,7.89,66.12,9.96,93.07,11.81,81.75,31.29,85.67,2.11,48.98,18.39,29.38,1.64,0.73,3.02,48.57,2.93,54.41,0.82,26.32,0.43,20.0,2.2,27.45,2.11,28.57,0.09,0.0,0.34,4.91,56.14,0.95,2.84,17.54,48.89,9.09,48.82,4.14,59.38,2.24,32.69,5.34,0.09,0.16,2.8,5.31,0.09,1.03,1.81,6,0.26,0,0.0,4.57,80.19,11.81,0,,0,,0,0.0,0.0,0.0,,,0.34,,,0.04,0.04,0.0,0.69,6,66.667,4.78,81.75,93.07,48.98,28.57,0.0,26.32,,80.19,4.78,0.34,18.39,29.38,,
379089,V. Pavlidis,Vangelis Pavlidis,26,1998-11-21,1998-11-21,GRC,Greece,GRC,Greece,Benfica,https://cdn5.wyscout.com/photos/team/public/158_120x120.png,d00202,Benfica,2029-06-30,25000000,1402,20,False,CF,CF,,,95,0,0,right,186,82,11,0.71,10,0.69,2,0.14,43,2.95,58.14,25.581,10.49,0.72,5.56,1,0.07,0.81,0.06,0.21,0.82,0.07,0.0,19.28,76.16,3.36,61.22,5.35,84.62,5.49,81.25,17.15,77.6,1.65,75.0,15.99,27.2,1.03,0.21,0.75,63.64,1.3,52.63,0.34,60.0,0.14,100.0,0.69,30.0,0.27,50.0,0.41,16.67,0.14,3.43,36.0,0.14,0.62,19.55,33.33,10.29,28.67,2.2,56.25,4.94,31.94,2.47,0.14,0.22,1.1,1.74,0.21,0.89,0.96,2,0.13,0,0.0,1.44,66.67,5.49,0,,0,,0,0.0,0.0,0.0,,,0.07,,,0.0,0.0,0.0,0.0,1,100.0,3.29,81.25,84.62,75.0,50.0,16.67,60.0,,66.67,3.29,0.07,15.99,27.2,,
506249,A. Trubin,Anatoliy Trubin,23,2001-08-01,2001-08-01,UKR,Ukraine,UKR,Ukraine,Benfica,https://cdn5.wyscout.com/photos/team/public/158_120x120.png,d00202,Benfica,2028-06-30,25000000,1960,20,False,GK,GK,,,100,0,0,right,199,86,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.41,91.5,8.13,85.21,0.0,0.0,7.41,97.4,12.37,98.05,4.04,71.43,26.3,44.88,0.0,0.0,0.1,0.0,0.82,41.18,0.14,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,92.31,0.1,100.0,0.1,100.0,0.39,100.0,1.25,0.0,0.0,1.16,1.8,0.0,0.0,0.14,0,0.0,0,0.0,2.84,71.19,7.41,16,0.77,67,3.22,8,76.12,18.66,0.9,2.66,0.128,0.0,1.06,0.39,,,,0.0,0,0.0,0.0,97.4,0.0,71.43,0.0,0.0,66.67,,71.19,0.0,0.0,26.3,44.88,2.66,0.128
-109461,Francisco Conceicão,Francisco Fernandes da Conceição,22,2002-12-14,2002-12-14,PRT,Portugal,PRT,Portugal,Juventus,https://cdn5.wyscout.com/photos/team/public/80_120x120.png,000000,Juventus,2029-06-30,22000000,1183,13,True,RAMF|RW|RWF,RAMF,RW,RWF,66,19,14,left,170,61,2,0.15,2,0.15,0,0.0,43,3.27,32.56,4.651,4.77,0.36,7.08,1,0.08,4.79,0.36,1.14,2.05,0.15,0.08,34.54,77.31,5.71,73.33,8.52,90.18,12.78,77.98,25.18,85.5,2.13,71.43,18.8,38.72,2.59,3.73,6.31,66.27,0.91,75.0,0.23,66.67,0.3,50.0,7.38,50.52,0.61,25.0,6.77,52.81,1.45,14.15,58.06,0.76,4.41,27.62,52.34,18.87,52.82,5.33,65.71,0.99,23.08,5.33,0.38,0.75,1.45,2.85,0.0,1.07,1.75,2,0.15,1,0.08,6.54,87.21,12.78,0,,0,,0,0.0,0.0,0.0,,,0.23,,,0.84,0.08,100.0,3.12,0,0.0,13.16,77.98,90.18,71.43,25.0,52.81,66.67,,87.21,13.16,0.23,18.8,38.72,,
509320,Fábio Vieira,Fábio Daniel Ferreira Vieira,24,2000-05-30,2000-05-30,PRT,Portugal,PRT,Portugal,Porto,https://cdn5.wyscout.com/photos/team/public/157_120x120.png,1e6ae3,Porto,2027-06-30,22000000,1900,25,True,RCMF|RAMF|RCMF3,RCMF,RAMF,RCMF3,26,25,17,left,170,63,4,0.19,4,0.19,0,0.0,45,2.13,31.11,8.889,4.25,0.2,2.23,4,0.19,3.59,0.17,0.43,1.28,0.19,0.09,40.26,85.06,11.32,71.13,9.47,96.5,12.79,88.52,34.67,89.48,3.79,53.75,18.73,34.47,1.37,1.09,3.27,59.42,5.45,64.35,0.76,31.25,0.28,50.0,1.94,60.98,0.33,57.14,1.47,61.29,0.33,2.79,47.46,0.19,0.81,14.54,50.16,6.68,46.1,4.74,60.0,1.18,32.0,4.88,0.24,0.43,1.8,3.27,0.09,1.61,1.94,6,0.28,0,0.0,6.02,83.46,12.79,0,,0,,0,0.0,0.0,0.0,,,0.81,,,1.85,0.28,16.67,1.99,0,0.0,3.32,88.52,96.5,53.75,57.14,61.29,31.25,,83.46,3.32,0.81,18.73,34.47,,
387385,M. Edwards,Marcus Edwards,26,1998-12-03,1998-12-03,XEN,England,XEN|CYP,England|Cyprus,Burnley Academy,https://cdn5.wyscout.com/photos/team/public/2263_120x120.png,621239,Burnley Academy,2026-06-30,20000000,369,13,True,RWF|LW,RWF,LW,,63,13,0,left,168,65,1,,1,,0,,9,,,11.111,1.25,,,2,,0.91,,,,,,,,,,,,,,,,,,14.49,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.71,,,,0,,1,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,,,,,14.49,8.0,,
232025,F. Aursnes,Fredrik Aursnes,29,1995-12-10,1995-12-10,NOR,Norway,NOR,Norway,Benfica,https://cdn5.wyscout.com/photos/team/public/158_120x120.png,d00202,Benfica,2029-06-30,20000000,1704,19,False,AMF|RB|RCMF3,AMF,RB,RCMF3,20,19,18,right,179,71,3,0.16,3,0.17,0,0.0,19,1.06,42.11,15.789,1.28,0.07,2.4,2,0.11,2.75,0.15,0.5,0.84,0.06,0.17,44.0,83.65,12.38,72.97,8.59,95.45,15.17,87.5,38.98,88.84,3.57,50.0,17.59,37.37,1.45,0.39,2.68,60.42,5.58,74.0,0.39,42.86,0.33,83.33,1.67,30.0,0.17,0.0,1.45,34.62,0.45,1.28,39.13,0.17,1.17,11.1,46.73,3.4,36.07,4.52,65.43,1.62,24.14,5.58,0.0,0.0,2.62,3.87,0.39,0.5,0.39,1,0.05,0,0.0,6.08,75.23,15.17,0,,0,,0,0.0,0.0,0.0,,,0.45,,,0.06,0.0,0.0,0.61,0,0.0,1.73,87.5,95.45,50.0,0.0,34.62,42.86,,75.23,1.73,0.45,17.59,37.37,,
440079,Francisco Trincão,Francisco António Machado Mota de Castro Trincão,25,1999-12-29,1999-12-29,PRT,Portugal,PRT,Portugal,Sporting CP,https://cdn5.wyscout.com/photos/team/public/159_120x120.png,39825e,Sporting CP,2026-06-30,20000000,3270,35,False,RWF|RW|AMF,RWF,RW,AMF,45,21,13,left,184,76,8,0.22,8,0.23,0,0.0,104,2.94,30.77,7.692,10.85,0.31,3.91,13,0.37,6.58,0.19,0.71,1.75,0.11,0.06,29.72,82.38,7.84,76.53,7.02,94.35,8.77,80.65,25.9,86.78,1.7,71.67,16.8,24.2,1.47,0.74,2.75,59.79,3.59,80.31,0.62,63.64,0.4,57.14,2.12,37.33,0.11,0.0,1.92,39.71,0.4,5.58,48.73,0.62,2.29,16.64,45.41,10.87,40.63,4.13,56.85,0.45,43.75,4.58,0.06,0.1,2.18,3.77,0.06,0.68,1.58,1,0.03,0,0.0,4.81,82.94,8.77,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.23,0.08,0.0,1.08,0,0.0,4.64,80.65,94.35,71.67,0.0,39.71,63.64,,82.94,4.64,0.08,16.8,24.2,,
421580,Florentino,Florentino Ibrain Morris Luís,25,1999-08-19,1999-08-19,ANG,Angola,ANG|PRT,Angola|Portugal,Benfica,https://cdn5.wyscout.com/photos/team/public/158_120x120.png,d00202,Benfica,2027-06-30,20000000,1433,18,False,RDMF|DMF|RCMF,RDMF,DMF,RCMF,42,24,23,right,184,73,0,0.0,0,0.0,0,0.0,4,0.27,25.0,0.0,0.14,0.01,0.47,0,0.0,0.17,0.01,0.0,0.27,0.0,0.0,46.17,88.24,14.01,81.82,6.23,96.77,18.23,91.91,42.08,91.08,3.89,60.34,18.27,37.02,0.34,0.07,1.21,38.89,6.97,84.62,0.4,33.33,0.07,0.0,0.2,33.33,0.07,0.0,0.13,50.0,0.07,0.8,41.67,0.0,0.4,15.68,58.12,2.61,43.59,8.64,65.89,2.55,52.63,9.99,0.54,0.8,3.75,5.58,0.2,1.41,0.8,5,0.31,0,0.0,6.84,75.49,18.23,0,,0,,0,0.0,0.0,0.0,,,0.47,,,0.07,0.0,0.0,0.0,0,0.0,0.47,91.91,96.77,60.34,0.0,50.0,33.33,,75.49,0.47,0.47,18.27,37.02,,
365233,S. Banza,Simon Bokote Banza,28,1996-08-13,1996-08-13,FRA,France,FRA|COD,France|Congo DR,Trabzonspor,https://cdn5.wyscout.com/photos/team/public/820_120x120.png,FF0000,Trabzonspor,2027-06-30,18000000,567,9,True,CF,CF,,,100,0,0,right,189,76,2,0.32,1,0.16,1,0.16,18,2.86,38.89,11.111,1.98,0.31,4.13,0,0.0,0.28,0.04,0.16,0.16,0.0,0.0,11.11,77.14,2.06,61.54,2.7,82.35,3.33,80.95,10.48,80.3,0.32,50.0,14.67,5.36,0.63,0.0,0.63,75.0,1.11,85.71,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.32,0.0,0.0,1.27,50.0,0.16,0.63,16.67,34.29,6.19,25.64,0.95,50.0,6.51,43.9,2.38,0.0,0.0,1.9,2.81,0.0,2.06,1.59,0,0.0,0,0.0,0.48,66.67,3.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1,100.0,1.75,80.95,82.35,50.0,0.0,0.0,0.0,,66.67,1.75,0.0,14.67,5.36,,
