id,name,full_name,age,birth_date,birth_day,birth_country_code,birth_country_name,passport_country_codes,passport_country_names,current_team_name,current_team_logo,current_team_color,last_club_name,contract_expires,market_value,minutes_on_field,total_matches,on_loan,positions,primary_position,secondary_position,third_position,primary_position_percent,secondary_position_percent,third_position_percent,foot,height,weight,goals,goals_avg,non_penalty_goal,non_penalty_goal_avg,head_goals,head_goals_avg,shots,shots_avg,shots_on_target_percent,goal_conversion_percent,xg_shot,xg_shot_avg,touch_in_box_avg,assists,assists_avg,xg_assist,xg_assist_avg,key_passes_avg,shot_assists_avg,pre_assist_avg,pre_pre_assist_avg,passes_avg,accurate_passes_percent,forward_passes_avg,successful_forward_passes_percent,back_passes_avg,successful_back_passes_percent,vertical_passes_avg,successful_vertical_passes_percent,short_medium_pass_avg,accurate_short_medium_pass_percent,long_passes_avg,successful_long_passes_percent,average_pass_length,average_long_pass_length,deep_completed_pass_avg,deep_completed_cross_avg,pass_to_penalty_area_avg,accurate_pass_to_penalty_area_percent,passes_to_final_third_avg,accurate_passes_to_final_third_percent,through_passes_avg,successful_through_passes_percent,smart_passes_avg,accurate_smart_passes_percent,crosses_avg,accurate_crosses_percent,cross_from_left_avg,successful_cross_from_left_percent,cross_from_right_avg,successful_cross_from_right_percent,cross_to_goalie_box_avg,dribbles_avg,successful_dribbles_percent,accelerations_avg,progressive_run_avg,duels_avg,duels_won,offensive_duels_avg,offensive_duels_won,defensive_duels_avg,defensive_duels_won,aerial_duels_avg,aerial_duels_won,successful_defensive_actions_avg,tackle_avg,possession_adjusted_tackle,interceptions_avg,possession_adjusted_interceptions,shot_block_avg,fouls_avg,foul_suffered_avg,yellow_cards,yellow_cards_avg,red_cards,red_cards_avg,progressive_pass_avg,successful_progressive_pass_percent,vertical_passes_avg,conceded_goals,conceded_goals_avg,shots_against,shots_against_avg,clean_sheets,save_percent,xg_save,xg_save_avg,prevented_goals,prevented_goals_avg,back_pass_to_gk_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,free_kicks_taken_avg,direct_free_kicks_taken_avg,direct_free_kicks_on_target_percent,corners_taken_avg,penalties_taken,penalties_conversion_percent,successful_attacking_actions_avg,successful_vertical_passes_percent,successful_back_passes_percent,successful_long_passes_percent,successful_cross_from_left_percent,successful_cross_from_right_percent,successful_through_passes_percent,successful_smart_passes_percent,successful_progressive_pass_percent,successful_attacking_actions_avg,back_pass_to_gk_avg,average_pass_length,average_long_pass_length,prevented_goals,prevented_goals_avg
-768817,S. Sued,Selton Sued,18.0,2007-02-20,2007-02-20,ESP,Spain,ESP,Spain,Basconia,https://cdn5.wyscout.com/photos/team/public/g16527_120x120.png,d13125,Basconia,2029-06-30,0,67,1,False,AMF,AMF,,,100,0,0,unknown,0,0,0,,0,,0,,1,,,0.0,0.06,,,0,,0.0,,,,,,,,,,,,,,,,,,16.48,35.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,5.0,,,,0,,0,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,,,,,16.48,35.62,,
-286668,Jofre Torrents,Jofre Salvat Torrents,18.0,2007-01-28,2007-01-28,ESP,Spain,ESP,Spain,Barcelona Atlètic,https://cdn5.wyscout.com/photos/team/public/2513_120x120.png,b61d4c,Barcelona Atlètic,,0,44,2,False,LB,LB,,,100,0,0,,0,0,0,,0,,0,,0,,,0.0,0.0,,,0,,0.0,,,,,,,,,,,,,,,,,,17.37,19.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,6.0,,,,0,,0,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,,,,,17.37,19.79,,
-286639,Pau Cubarsí,Pau Cubarsí Paredes,18.0,2007-01-22,2007-01-22,ESP,Spain,ESP,Spain,Barcelona,https://cdn5.wyscout.com/photos/team/public/42_120x120.png,b61d4c,Barcelona,2029-06-30,0,2530,30,False,LCB|RCB,LCB,RCB,,52,46,0,right,184,75,0,0.0,0,0.0,0,0.0,5,0.18,0.0,0.0,0.62,0.02,0.32,1,0.04,0.22,0.01,0.07,0.14,0.04,0.04,78.23,94.45,27.75,88.08,3.09,97.7,37.21,98.28,75.02,96.4,3.17,49.44,18.5,36.02,0.18,0.0,0.6,35.29,8.75,87.4,0.36,40.0,0.11,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.14,100.0,0.07,1.25,9.68,58.82,0.36,60.0,3.95,67.57,3.95,57.66,6.47,0.32,0.64,3.49,7.0,0.32,0.64,0.18,2,0.07,0,0.0,8.79,80.57,37.21,0,,0,,0,0.0,0.0,0.0,,,2.7,,,0.0,0.0,0.0,0.0,0,0.0,0.14,98.28,97.7,49.44,0.0,0.0,40.0,,80.57,0.14,2.7,18.5,36.02,,
-627208,Marc Domenech,Marc Hidalgo Domenech,18.0,2006-12-01,2006-12-01,ESP,Spain,ESP,Spain,Mallorca,https://cdn5.wyscout.com/photos/team/public/46_120x120.png,FF0000,Mallorca,2029-06-30,0,482,14,False,RAMF|CF|RW,RAMF,CF,RW,37,29,11,left,0,0,0,0.0,0,0.0,0,0.0,5,0.93,0.0,0.0,0.24,0.05,2.61,1,0.19,0.78,0.15,0.56,0.75,0.0,0.0,13.63,60.27,2.05,45.45,2.8,73.33,5.98,68.75,11.02,67.8,0.75,25.0,18.03,9.87,0.75,0.56,1.68,55.56,1.12,66.67,0.0,0.0,0.0,0.0,2.05,27.27,0.37,50.0,1.68,22.22,0.0,2.05,36.36,0.0,0.19,12.88,39.13,4.85,23.08,3.73,70.0,2.43,38.46,4.85,0.19,0.33,2.05,3.63,0.0,0.75,0.75,0,0.0,0,0.0,2.43,53.85,5.98,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,1.31,68.75,73.33,25.0,50.0,22.22,0.0,,53.85,1.31,0.0,18.03,9.87,,
-695150,Y. Diomande,Yan Diomande,18.0,2006-11-14,2006-11-14,ESP,Spain,ESP,Spain,RB Leipzig,https://cdn5.wyscout.com/photos/team/public/3724_120x120.png,ff0000,RB Leipzig,,0,608,10,False,LW|LWB|RWF,LW,LWB,RWF,41,32,16,,0,0,2,0.3,2,0.3,0,0.0,11,1.63,27.27,18.182,1.12,0.17,4.74,1,0.15,1.05,0.16,1.18,1.63,0.0,0.0,27.98,85.19,4.74,78.13,6.66,100.0,8.88,81.67,25.31,91.23,0.44,0.0,16.92,11.95,1.48,0.74,1.63,54.55,0.44,100.0,0.15,0.0,0.0,0.0,2.22,33.33,1.78,33.33,0.44,33.33,0.59,6.22,66.67,0.59,5.33,28.87,45.13,17.02,45.22,5.63,60.53,3.11,28.57,6.66,0.15,0.2,3.11,4.12,0.0,1.33,2.37,1,0.15,0,0.0,2.66,94.44,8.88,0,,0,,0,0.0,0.0,0.0,,,0.3,,,0.0,0.0,0.0,0.0,0,0.0,5.33,81.67,100.0,0.0,33.33,33.33,0.0,,94.44,5.33,0.3,16.92,11.95,,
-709387,A. Rodriguez Cosano,Arturo Rodriguez Cosano,19.0,2006-08-05,2006-08-05,ESP,Spain,ESP,Spain,,,,Las Palmas,,0,27,1,False,RAMF,RAMF,,,100,0,0,left,0,0,0,,0,,0,,0,,,0.0,0.0,,,0,,0.0,,,,,,,,,,,,,,,,,,12.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0,,0,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,,,,,12.63,0.0,,
-283088,Héctor Fort,Héctor Fort García,19.0,2006-08-02,2006-08-02,ESP,Spain,ESP,Spain,Elche,https://cdn5.wyscout.com/photos/team/public/777_120x120.png,2e723b,Elche,2026-06-30,0,630,16,True,RB|LB|LB5,RB,LB,LB5,49,18,11,right,185,78,0,0.0,0,0.0,0,0.0,11,1.57,18.18,0.0,0.78,0.11,2.29,0,0.0,0.41,0.06,0.29,0.71,0.0,0.0,50.0,90.57,10.71,86.67,9.86,98.55,14.14,87.88,46.43,95.08,2.0,50.0,15.92,21.18,0.71,0.14,1.57,54.55,3.57,96.0,0.14,0.0,0.0,0.0,1.57,9.09,0.29,0.0,1.29,11.11,0.29,2.43,52.94,0.43,2.14,17.29,49.59,6.29,36.36,6.86,62.5,1.57,36.36,9.14,0.0,0.0,4.86,9.19,0.14,1.14,0.0,1,0.14,0,0.0,4.0,75.0,14.14,0,,0,,0,0.0,0.0,0.0,,,0.86,,,0.0,0.0,0.0,0.0,0,0.0,1.71,87.88,98.55,50.0,0.0,11.11,0.0,,75.0,1.71,0.86,15.92,21.18,,
-673292,I. Alani,Ibrahim Akitunde Alani,19.0,2006-07-29,2006-07-29,NGA,Nigeria,NGA,Nigeria,Real Valladolid,https://cdn5.wyscout.com/photos/team/public/59_120x120.png,632d8e,Real Valladolid,,0,176,3,False,RCMF|LB|RDMF,RCMF,LB,RDMF,42,27,26,right,0,0,0,,0,,0,,1,,,0.0,0.01,,,0,,0.0,,,,,,,,,,,,,,,,,,20.87,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,4.29,,,,0,,0,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,,,,,20.87,29.3,,
-640189,Jan Virgili,Jan Virgili Tenas,19.0,2006-07-26,2006-07-26,ESP,Spain,ESP,Spain,Mallorca,https://cdn5.wyscout.com/photos/team/public/46_120x120.png,FF0000,Mallorca,,0,492,8,False,LAMF|LW|RW,LAMF,LW,RW,47,39,12,unknown,177,0,0,0.0,0,0.0,0,0.0,8,1.46,37.5,0.0,0.49,0.09,2.74,2,0.37,1.31,0.24,0.55,1.83,0.18,0.18,23.6,79.07,4.39,79.17,8.78,91.67,5.67,77.42,21.22,82.76,0.73,50.0,15.48,18.3,1.1,0.73,1.65,77.78,0.73,25.0,0.37,100.0,0.18,100.0,1.65,44.44,1.65,44.44,0.0,0.0,0.18,7.68,45.24,0.73,4.21,23.6,41.09,14.63,32.5,4.94,55.56,2.74,53.33,4.21,0.0,0.0,1.46,2.0,0.0,0.55,1.28,0,0.0,0,0.0,2.2,83.33,5.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.18,0.18,0.0,0.55,0,0.0,4.94,77.42,91.67,50.0,44.44,0.0,100.0,,83.33,4.94,0.0,15.48,18.3,,
-277603,Endrick,Endrick Felipe Moreira de Sousa,19.0,2006-07-21,2006-07-21,BRA,Brazil,BRA,Brazil,Real Madrid,https://cdn5.wyscout.com/photos/team/public/41_120x120.png,313131,Real Madrid,2030-06-30,0,379,15,False,CF,CF,,,90,0,0,left,173,67,0,,0,,0,,14,,,0.0,1.84,,,0,,0.27,,,,,,,,,,,,,,,,,,12.74,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.24,,,,0,,0,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,,,,,12.74,3.12,,
-385967,Dani Díaz,Daniel Diaz Gándara,18.0,2006-06-22,2006-06-22,ESP,Spain,ESP,Spain,Real Sociedad B,https://cdn5.wyscout.com/photos/team/public/2719_120x120.png,385db4,Real Sociedad B,,0,16,1,False,RW,RW,,,100,0,0,,0,0,0,,0,,0,,0,,,0.0,0.0,,,0,,0.0,,,,,,,,,,,,,,,,,,14.61,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,7.5,,,,0,,0,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,,,,,14.61,0.0,,
-308497,Pablo Garcia,Pablo Garcia Fernández,19.0,2006-06-13,2006-06-13,ESP,Spain,ESP,Spain,Real Betis,https://cdn5.wyscout.com/photos/team/public/45_120x120.png,1f4627,Real Betis,2029-06-30,0,281,10,False,RAMF|RW|LW,RAMF,RW,LW,42,35,16,left,0,0,0,,0,,0,,7,,,0.0,1.45,,,0,,0.45,,,,,,,,,,,,,,,,,,18.49,11.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,3.0,,,,1,,0,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,,,,,18.49,11.27,,
-283092,A. Aznou,Adam Aznou Ben Cheikh,19.0,2006-06-02,2006-06-02,ESP,Spain,ESP|MAR,Spain|Morocco,Everton,https://cdn5.wyscout.com/photos/team/public/37_120x120.png,00359a,Everton,,0,977,13,False,LB|LB5,LB,LB5,,69,20,0,left,178,70,0,0.0,0,0.0,0,0.0,4,0.37,25.0,0.0,0.6,0.06,0.92,0,0.0,0.43,0.04,0.09,0.37,0.0,0.0,25.06,73.16,11.88,68.99,3.78,87.8,5.44,76.27,21.65,78.72,2.58,46.43,18.22,22.86,0.09,0.09,0.92,30.0,3.87,61.9,0.37,0.0,0.18,0.0,0.92,10.0,0.92,10.0,0.0,0.0,0.28,3.32,44.44,0.28,1.47,24.78,51.3,8.94,36.08,11.79,61.72,1.57,58.82,13.36,0.37,0.43,5.71,6.67,0.83,1.29,1.38,2,0.18,0,0.0,5.44,52.54,5.44,0,,0,,0,0.0,0.0,0.0,,,0.28,,,0.09,0.0,0.0,0.18,0,0.0,1.66,76.27,87.8,46.43,10.0,0.0,0.0,,52.54,1.66,0.28,18.22,22.86,,
-559962,S. Becerra Gómez,Samuel Becerra Gómez,19.0,2006-06-01,2006-06-01,ESP,Spain,ESP,Spain,Rayo Vallecano B,https://cdn5.wyscout.com/photos/team/public/2699_120x120.png,FF0000,Rayo Vallecano B,,0,27,3,False,LDMF|LW|AMF,LDMF,LW,AMF,52,26,20,unknown,0,0,0,,0,,0,,0,,,0.0,0.0,,,0,,0.09,,,,,,,,,,,,,,,,,,12.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0,,0,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,,,,,12.63,0.0,,
-344141,Jon Martín,Jon Martín Vicente,19.0,2006-04-23,2006-04-23,ESP,Spain,ESP,Spain,Real Sociedad,https://cdn5.wyscout.com/photos/team/public/771_120x120.png,385db4,Real Sociedad,2031-06-30,0,1373,16,False,RCB,RCB,,,82,0,0,right,185,79,0,0.0,0,0.0,0,0.0,6,0.39,33.33,0.0,1.14,0.08,0.59,0,0.0,0.18,0.01,0.0,0.13,0.0,0.0,46.34,89.67,17.04,79.62,1.97,96.67,22.48,96.79,43.26,92.27,3.08,53.19,19.88,35.12,0.13,0.0,0.26,50.0,3.67,66.07,0.13,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,1.31,14.95,65.79,0.98,33.33,5.7,71.26,6.03,75.0,9.37,0.46,0.58,4.85,6.15,0.92,1.38,0.13,3,0.2,0,0.0,6.03,66.3,22.48,0,,0,,0,0.0,0.0,0.0,,,1.7,,,0.0,0.0,0.0,0.0,0,0.0,0.13,96.79,96.67,53.19,0.0,0.0,50.0,,66.3,0.13,1.7,19.88,35.12,,
-429316,Juma Bah,Abdulai Juma Bah,19.0,2006-04-11,2006-04-11,SLE,Sierra Leone,SLE,Sierra Leone,Nice,https://cdn5.wyscout.com/photos/team/public/63_120x120.png,000000,Nice,2026-06-30,0,556,7,True,RCB|RCB3,RCB,RCB3,,51,48,0,right,195,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.38,85.45,15.22,68.09,4.37,96.3,17.97,95.5,38.36,91.14,5.02,41.94,21.21,42.43,0.0,0.0,0.16,0.0,3.56,50.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,100.0,0.0,0.16,12.79,67.09,3.24,45.0,5.34,78.79,3.08,68.42,9.87,0.0,0.0,5.67,6.52,0.49,0.32,0.49,0,0.0,0,0.0,6.8,45.24,17.97,0,,0,,0,0.0,0.0,0.0,,,3.72,,,0.0,0.0,0.0,0.0,0,0.0,0.97,95.5,96.3,41.94,0.0,0.0,0.0,,45.24,0.97,3.72,21.21,42.43,,
-398798,Marco Esteban,Marco Esteban Fernández,19.0,2006-03-01,2006-03-01,ESP,Spain,ESP,Spain,Real Oviedo Vetusta,https://cdn5.wyscout.com/photos/team/public/g16524_120x120.png,000000,Real Oviedo Vetusta,,0,51,1,False,RCB3,RCB3,,,100,0,0,right,0,0,0,,0,,0,,0,,,0.0,0.0,,,0,,0.0,,,,,,,,,,,,,,,,,,22.41,38.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,,,,0,,0,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,,,,,22.41,38.17,,
-518866,I. Parente,Iago Parente Novoa,19.0,2006-02-25,2006-02-25,ESP,Spain,ESP,Spain,Real Valladolid Promesas,https://cdn5.wyscout.com/photos/team/public/g4802_120x120.png,632d8e,Real Valladolid Promesas,2026-06-30,0,72,1,False,RCB3,RCB3,,,100,0,0,right,180,74,0,,0,,0,,0,,,0.0,0.0,,,0,,0.04,,,,,,,,,,,,,,,,,,23.32,43.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.4,,,,0,,0,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,,,,,23.32,43.21,,
