id,age,market_value,total_matches,primary_position_percent,secondary_position_percent,third_position_percent,height,weight,goals,goals_avg,non_penalty_goal,non_penalty_goal_avg,head_goals,head_goals_avg,shots,shots_avg,shots_on_target_percent,goal_conversion_percent,xg_shot,xg_shot_avg,touch_in_box_avg,assists,assists_avg,xg_assist,xg_assist_avg,key_passes_avg,shot_assists_avg,pre_assist_avg,pre_pre_assist_avg,passes_avg,accurate_passes_percent,forward_passes_avg,successful_forward_passes_percent,back_passes_avg,successful_back_passes_percent,vertical_passes_avg,successful_vertical_passes_percent,short_medium_pass_avg,accurate_short_medium_pass_percent,long_passes_avg,successful_long_passes_percent,average_pass_length,average_long_pass_length,deep_completed_pass_avg,deep_completed_cross_avg,pass_to_penalty_area_avg,accurate_pass_to_penalty_area_percent,passes_to_final_third_avg,accurate_passes_to_final_third_percent,through_passes_avg,successful_through_passes_percent,smart_passes_avg,accurate_smart_passes_percent,crosses_avg,accurate_crosses_percent,cross_from_left_avg,successful_cross_from_left_percent,cross_from_right_avg,successful_cross_from_right_percent,cross_to_goalie_box_avg,dribbles_avg,successful_dribbles_percent,accelerations_avg,progressive_run_avg,duels_avg,duels_won,offensive_duels_avg,offensive_duels_won,defensive_duels_avg,defensive_duels_won,aerial_duels_avg,aerial_duels_won,successful_defensive_actions_avg,tackle_avg,possession_adjusted_tackle,interceptions_avg,possession_adjusted_interceptions,shot_block_avg,fouls_avg,foul_suffered_avg,yellow_cards,yellow_cards_avg,red_cards,red_cards_avg,progressive_pass_avg,successful_progressive_pass_percent,vertical_passes_avg.1,conceded_goals,conceded_goals_avg,shots_against,shots_against_avg,clean_sheets,save_percent,xg_save,xg_save_avg,prevented_goals,prevented_goals_avg,back_pass_to_gk_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,free_kicks_taken_avg,direct_free_kicks_taken_avg,direct_free_kicks_on_target_percent,corners_taken_avg,penalties_taken,penalties_conversion_percent,successful_attacking_actions_avg,minutes_on_field,name,birth_date,primary_position,current_team_name,league,n_leagues,full_name,birth_day,birth_country_code,birth_country_name,passport_country_codes,passport_country_names,current_team_logo,current_team_color,last_club_name,contract_expires,on_loan,positions,secondary_position,third_position,foot,low_minutes_flag,accurate_pass_avg,accurate_crosses_avg,accurate_progressive_pass_avg,dribble_efficiency,real_progression,duels_won_avg,aerial_duels_won_avg,positions_clean,main_position,market_value_str,direct_free_kick_taker,corner_taker,penalty_taker,shot_efficiency_avg
-673982,18.0,0.0,1.0,100.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,14.590000000000002,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,22,Afonso Assis,2006-07-15,LCMF,Moreirense,Liga Portuguesa,1,Afonso Assis Cunha Almeida,2006-07-15,PRT,Portugal,PRT,Portugal,https://cdn5.wyscout.com/photos/team/public/2599_120x120.png,2a5d28,Moreirense,,False,LCMF,,,unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['LCMF'],MF,No disponible / 0 €,False,False,False,0.0
-673292,19.0,0.0,3.0,42.0,27.0,26.0,,,0.0,0.0,0.0,,0.0,,1.0,,,0.0,0.01,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,20.87,29.3,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,1.43,0.0,4.29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,176,I. Alani,2006-07-29,RCMF,Real Valladolid,LaLiga,1,Ibrahim Akitunde Alani,2006-07-29,NGA,Nigeria,NGA,Nigeria,https://cdn5.wyscout.com/photos/team/public/59_120x120.png,632d8e,Real Valladolid,,False,RCMF|LB|RDMF,LB,RDMF,right,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['RCMF', 'LB', 'RDMF']",MF,No disponible / 0 €,False,False,False,0.0
-672356,16.0,0.0,4.0,100.0,0.0,0.0,193.0,,0.0,0.0,0.0,,0.0,,3.0,,,0.0,0.49000000000000005,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,8.16,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,166,B. Madjo,2009-01-12,CF,Metz,Ligue 1,1,Brian Madjo,2009-01-12,XEN,England,XEN|LUX,England|Luxembourg,https://cdn5.wyscout.com/photos/team/public/73_120x120.png,7a170f,Metz,,False,CF,,,right,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['CF'],FW,No disponible / 0 €,False,False,False,0.0
-672261,19.0,0.0,2.0,53.0,46.0,0.0,191.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,19.49,18.31,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,22,Z. Eloge Gueu,2006-09-24,LCMF3,Reims,Ligue 1,1,Zabi Patrick Eloge Gueu,2006-09-24,CIV,Côte d'Ivoire,CIV,Côte d'Ivoire,https://cdn5.wyscout.com/photos/team/public/568_120x120.png,d12d1f,Reims,,False,LCMF3|LCMF,LCMF,,unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['LCMF3', 'LCMF']",MF,No disponible / 0 €,False,False,False,0.0
-671309,19.0,0.0,10.0,79.0,17.0,0.0,,,2.0,0.4,2.0,0.4,0.0,0.0,14.0,2.79,42.86,14.286,3.04,0.61,4.38,0.0,0.0,0.27,0.05,0.0,1.0,0.0,0.2,10.95,83.64,1.0,80.0,3.58,100.0,1.79,66.67,10.95,83.64,0.0,0.0,13.27,0.0,0.8,0.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,66.67,0.4,1.0,18.72,23.4,6.37,21.88,3.38,17.65,3.58,33.33,1.99,0.0,0.0,1.39,2.26,0.2,2.59,0.8,3.0,0.6,0.0,0.0,0.4,50.0,1.79,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.59,452,C. Kofane,2006-07-26,CF,Bayer Leverkusen,Bundesliga,1,Christian Michel Kofane,2006-07-26,CMR,Cameroon,CMR,Cameroon,https://cdn5.wyscout.com/photos/team/public/94_120x120.png,,Bayer Leverkusen,2029-06-30,False,CF|LAMF,LAMF,,unknown,True,9.158579999999999,0.0,0.2,0.40002000000000004,1.4,4.3804799999999995,1.193214,"['CF', 'LAMF']",FW,No disponible / 0 €,False,False,False,-0.20999999999999996
-668083,13.0,0.0,1.0,100.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,,,0.0,0.15,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,12.89,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,9,A. Felli,2011-01-01,LAMF,Cagliari U14,SerieA,1,Alessandro Felli,2011-01-01,ITA,Italy,ITA,Italy,https://cdn5.wyscout.com/photos/team/public/g-15314_120x120.png,,Cagliari U14,,False,LAMF,,,unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['LAMF'],LW,No disponible / 0 €,False,False,False,0.0
-660568,17.0,0.0,12.0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,45.61,89.08,11.88,67.74,3.76,95.92,25.83,97.33,41.55,93.36,4.06,45.28,21.01,45.66,0.08,0.0,0.38,20.0,2.76,47.22,0.31,0.0,0.0,0.0,0.08,100.0,0.08,100.0,0.0,0.0,0.0,0.31,100.0,0.08,0.61,8.97,58.97,1.38,55.56,4.06,73.58,1.8400000000000003,50.0,7.51,0.23000000000000004,0.27,4.29,5.01,0.54,0.9200000000000002,0.4600000000000001,3.0,0.23000000000000004,0.0,0.0,5.21,55.88000000000001,25.83,0.0,,0.0,,0.0,0.0,0.0,0.0,,,2.61,,,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1174,T. Tati,2008-01-19,LCB,Nantes,Ligue 1,1,Tylel Tati,2008-01-19,FRA,France,FRA,France,https://cdn5.wyscout.com/photos/team/public/557_120x120.png,2e7134,Nantes,2028-06-30,False,LCB,,,unknown,False,40.629388,0.08,2.9113480000000003,0.31,5.82,5.2896090000000004,0.9200000000000002,['LCB'],CB,No disponible / 0 €,False,False,False,0.0
-640189,19.0,0.0,8.0,47.0,39.0,12.0,177.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.46,37.5,0.0,0.49,0.09,2.74,2.0,0.37,1.31,0.24,0.55,1.83,0.18,0.18,23.6,79.07,4.39,79.17,8.78,91.67,5.67,77.42,21.22,82.76,0.73,50.0,15.48,18.3,1.1,0.73,1.65,77.78,0.73,25.0,0.37,100.0,0.18,100.0,1.65,44.44,1.65,44.44,0.0,0.0,0.18,7.68,45.24,0.73,4.21,23.6,41.09,14.63,32.5,4.94,55.56,2.74,53.33,4.21,0.0,0.0,1.46,2.0,0.0,0.55,1.28,0.0,0.0,0.0,0.0,2.2,83.33,5.67,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.18,0.18,0.0,0.55,0.0,0.0,4.94,492,Jan Virgili,2006-07-26,LAMF,Mallorca,LaLiga,1,Jan Virgili Tenas,2006-07-26,ESP,Spain,ESP,Spain,https://cdn5.wyscout.com/photos/team/public/46_120x120.png,FF0000,Mallorca,,False,LAMF|LW|RW,LW,RW,unknown,True,18.660519999999998,0.7332599999999999,1.8332600000000001,3.4744319999999997,6.41,9.69724,1.461242,"['LAMF', 'LW', 'RW']",LW,No disponible / 0 €,True,True,False,-0.09
-639193,19.0,0.0,5.0,66.0,33.0,0.0,,,0.0,0.0,0.0,,0.0,,3.0,,,0.0,0.5,0.0,,0.0,0.0,0.07,,0.0,,,,0.0,0.0,,,,,,,,,,,19.88,25.34,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.4,0.0,3.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,233,F. Cham,2006-01-14,RWB,Hellas Verona U20,SerieA,1,Fallou Cham,2006-01-14,ITA,Italy,ITA|SEN,Italy|Senegal,https://cdn5.wyscout.com/photos/team/public/g28209_120x120.png,445395,Hellas Verona U20,,False,RWB|RB5,RB5,,unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['RWB', 'RB5']",RWB,No disponible / 0 €,False,False,False,0.0
-638942,20.0,0.0,2.0,58.0,41.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,17.41,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,21,A. Zossou,2005-06-14,RW,Dunkerque,Ligue 1,1,Aristide Zossou,2005-06-14,CIV,Côte d'Ivoire,CIV,Côte d'Ivoire,https://cdn5.wyscout.com/photos/team/public/g5582_120x120.png,0000FF,Dunkerque,,True,RW|LW,LW,,unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['RW', 'LW']",RW,No disponible / 0 €,False,False,False,0.0
-627208,18.0,0.0,14.0,37.0,29.0,11.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.93,0.0,0.0,0.24,0.05,2.61,1.0,0.19,0.78,0.15,0.56,0.75,0.0,0.0,13.63,60.27,2.05,45.45,2.8,73.33,5.98,68.75,11.02,67.8,0.75,25.0,18.03,9.87,0.75,0.56,1.68,55.56,1.12,66.67,0.0,0.0,0.0,0.0,2.05,27.27,0.37,50.0,1.68,22.22,0.0,2.05,36.36,0.0,0.19,12.88,39.13,4.85,23.08,3.73,70.0,2.43,38.46,4.85,0.19,0.33,2.05,3.63,0.0,0.75,0.75,0.0,0.0,0.0,0.0,2.43,53.85,5.98,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.31,482,Marc Domenech,2006-12-01,RAMF,Mallorca,LaLiga,1,Marc Hidalgo Domenech,2006-12-01,ESP,Spain,ESP,Spain,https://cdn5.wyscout.com/photos/team/public/46_120x120.png,FF0000,Mallorca,2029-06-30,False,RAMF|CF|RW,CF,RW,left,True,8.214801000000001,0.559035,1.3085550000000001,0.7453799999999999,2.62,5.039944,0.934578,"['RAMF', 'CF', 'RW']",RW,No disponible / 0 €,False,False,False,-0.05
